Argument,Label
"Remedying years of DISASTERS of the Democratic Party is not easy, but I am happy that after only three months in government we are already seeing results. I promised to defend the borders, I am doing it with all the energy and means that are possible for me.",Argument from Values
"In Italy there are about 150 thousand Roma, the problem concerns only those 30 thousand who persist in living in camps, on the edge of legality or in full illegality. Stopping all this seems to me only a question of COMMON SENSE.",Argument from Values
#Salvini: nobody wants the Wild West in Italy. With legitimate defense we would simply like to make it less complicated to defend oneself. #24mattino,Argument from Values
Block asylum applications for foreigners who commit crimes. This will be one of the points of the #SecurityDecree that I have been working on since the first day of my mandate in government. It is just COMMON SENSE. I will not give up and move forward!,Argument from Values
"Fight against the scourge of illegal occupations, the right to home ownership is sacred. (there are other rights)",Argument from Values
"In Brussels we do not ask for alms, Italy needs dignity. And we are taking it back. #italiansfirst",Argument from Values
"For simply asking for a ticket, first he is called a ""racist"", then he is beaten. Solidarity with this driver, in the face of the do-gooders in permanent service. #zerotollerance (The attacker punched the driver in his arm, and then attacked the bus window. He was drunk: https://www.ansa.it/sito/notizie/economia/mobilita_infrastrutture/2018/07/23/chiede-ticket-a-straniero-aggredito-autista-bus-in-mugello_c43619e4-a4a4-4d24-853c-daa53f1f513b.html)",Argument from Values
"Since the beginning of the year, 1,200 immigrants have landed in Italy, arriving by sea from Turkey. To control immigration, the EU is giving away 6 billion euros to Turkey itself. Something doesn't add up, someone isn't doing what they should? I'll make a few phone calls, what do you say? (it is a route that migrants take - Turkey is keeping refugees from Syria)",Argument from Values
"DEFENDING YOURSELF in your own home, in your own shop or in your own company, without waiting to be attacked, is a sacrosanct RIGHT. The Wild West exists today, I want tranquility. I want to do everything to disarm criminals and protect good Italians, am I wrong??? (there is already a law on self-defense)",Argument from Values
"I have sued Saviano, as promised. I accept all criticism, but I do not allow anyone to say that I help the mafia, a piece of shit that I fight with all my strength, or to say that I am happy if a child dies. When it is too much, it is too much. Kisses ??(Saviano provided arguments and said that he uses mafia-like methods)",Argument from Values
"With all due respect to the pastor of souls, rather than favoring the arrival in Europe of the poor from all over Africa, my duty in government is to think first of the millions of poor Italians. Am I wrong?",Argument from Values
More security means more freedom! Whoever wears the uniform has my full support regardless. Happy to have met this morning in Fermo also many mayors always on the front line for the protection and growth of their Communities.,Argument from Values
"The European Union wants to continue to facilitate the dirty work of the traffickers? It will not do so in my name, either it changes or we will be forced to move on our own. (the EU does not want to facilitate smugglers)",Argument from Values
